p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
3.47714485485489e-235,2.58512479858094,0.547,0.353,1.04314345645647e-231,2,ITPK1
5.62156519687026e-235,1.20263189271327,0.506,0.297,1.68646955906108e-231,2,DSCAML1
3.60428423277977e-234,5.22166613318084,0.466,0.253,1.08128526983393e-230,2,UST
6.97695705632473e-234,1.07723751857033,0.653,0.424,2.09308711689742e-230,2,PTPRS
2.0437873642842e-233,2.61143549411241,0.394,0.195,6.13136209285259e-230,2,PCK2
1.28286732609059e-232,3.23475989407965,0.331,0.184,3.84860197827176e-229,2,ELOVL7
1.43846266796849e-229,0.700710178779255,0.457,0.246,4.31538800390546e-226,2,CUX2
3.81961878431604e-229,0.260542316926996,0.554,0.316,1.14588563529481e-225,2,PDIA6
3.59053953760586e-224,1.0408749944842,0.477,0.226,1.07716186128176e-220,2,MAML3
1.58862166517312e-222,0.334699806054111,0.675,0.483,4.76586499551936e-219,2,AUTS2
6.20080556146282e-222,1.02458151489996,0.64,0.442,1.86024166843885e-218,2,NEDD4L
1.34454352863135e-220,2.24630409577708,0.349,0.225,4.03363058589404e-217,2,ENPP2
2.93098442752674e-220,1.33243114931227,0.312,0.165,8.79295328258022e-217,2,ABCB9
4.53074477676172e-216,3.74906538116648,0.298,0.178,1.35922343302852e-212,2,STC2
4.85555889747082e-216,1.90675968007495,0.514,0.328,1.45666766924125e-212,2,SEMA6D
1.85923089429751e-214,7.9729143879317,0.392,0.186,5.57769268289253e-211,2,ATP8B5
3.71518568395279e-214,4.0840486507947,0.378,0.184,1.11455570518584e-210,2,AMOT
3.09133913758133e-213,7.50115029269992,0.39,0.197,9.27401741274399e-210,2,CEMIP
1.2154846720572e-211,0.625317328757664,0.841,0.628,3.64645401617159e-208,2,SOX4
1.07539228561953e-210,2.16517005906973,0.342,0.237,3.22617685685859e-207,2,EFCAB6
1.5630173558646e-210,4.4842676181532,0.389,0.182,4.68905206759379e-207,2,CERKL
2.18171657235452e-210,1.32579114122932,0.483,0.239,6.54514971706355e-207,2,SKIDA1
6.57411029997735e-210,0.769664132455294,0.296,0.232,1.97223308999321e-206,2,ADGRG2
9.06029093015163e-210,1.9177247277327,0.258,0.148,2.71808727904549e-206,2,FKBP14
5.07779525487299e-209,8.39544790632837,0.343,0.18,1.5233385764619e-205,2,KCNH5
2.24446590760781e-208,2.80131682380784,0.478,0.295,6.73339772282344e-205,2,JARID2
2.06312834179462e-205,2.62258473368253,0.506,0.333,6.18938502538386e-202,2,MGAT5B
1.08505017664107e-203,0.776260320748418,0.279,0.194,3.2551505299232e-200,2,RFWD3
2.39340669002911e-203,2.43495033198514,0.337,0.137,7.18022007008733e-200,2,ABCA1
9.59875146988403e-203,0.530157399783327,0.653,0.463,2.87962544096521e-199,2,CTTNBP2
1.79468409187648e-201,0.86717806265524,0.404,0.192,5.38405227562943e-198,2,RNASEL
8.5761859054173e-201,8.31980658746843,0.568,0.371,2.57285577162519e-197,2,LRPAP1
9.72553997220078e-201,1.43860397365219,0.517,0.335,2.91766199166023e-197,2,FAM107B
1.51638533462222e-200,1.89796273942971,0.377,0.219,4.54915600386667e-197,2,TTC39C
1.14828084503978e-196,4.71237210317084,0.653,0.435,3.44484253511934e-193,2,FRMD4B
3.84778168101487e-196,5.56444350646772,0.515,0.291,1.15433450430446e-192,2,GPC6
8.36299804341511e-195,0.580878580318628,0.432,0.296,2.50889941302453e-191,2,VGLL4
2.54280513457225e-194,1.65517606226181,0.536,0.339,7.62841540371676e-191,2,PTPN4
3.15427980729283e-194,3.02144027889962,0.308,0.2,9.46283942187848e-191,2,ROM1
1.74057794970848e-193,5.00417066529673,0.362,0.227,5.22173384912545e-190,2,KLHDC8A
8.53683291357893e-191,3.54726053067525,0.414,0.242,2.56104987407368e-187,2,CARMIL3
1.06668386196595e-188,0.965974583269483,0.65,0.487,3.20005158589784e-185,2,NFIX
2.3061439008699e-188,4.61936725486031,0.312,0.173,6.9184317026097e-185,2,IL1RAP
4.87268537096453e-186,1.70502954788506,0.383,0.205,1.46180561128936e-182,2,LURAP1L
3.49687562690262e-185,4.07724064000597,0.322,0.165,1.04906268807079e-181,2,GSAP
4.566307893134e-183,2.66771679375582,0.502,0.337,1.3698923679402e-179,2,GRAMD1B
1.57332087509724e-180,0.877750448765613,0.35,0.216,4.71996262529171e-177,2,GPC1
1.02573824192416e-178,5.21743846380901,0.486,0.33,3.07721472577249e-175,2,AFF2
2.09449220080021e-178,2.92891050314507,0.419,0.246,6.28347660240063e-175,2,ACVR2B
2.320837172837e-178,1.11874792584122,0.449,0.272,6.96251151851099e-175,2,SLC25A27
3.90730910977741e-177,0.889202123925284,0.557,0.381,1.17219273293322e-173,2,LIMCH1
9.23171625222583e-177,1.77239426397602,0.286,0.22,2.76951487566775e-173,2,WNT5A
9.82818789827925e-177,4.48275364978136,0.413,0.226,2.94845636948377e-173,2,GLT28D2
4.55193659842409e-176,4.06755252298123,0.427,0.296,1.36558097952723e-172,2,ADRA2C
4.85680450087787e-175,0.278877642696408,0.286,0.223,1.45704135026336e-171,2,SP9
8.54766308731826e-172,3.16655944892086,0.397,0.219,2.56429892619548e-168,2,ZFHX4
3.41881554141591e-167,1.20390744984937,0.53,0.371,1.02564466242477e-163,2,HIPK2
1.5481083655373e-166,1.00555374754195,0.655,0.479,4.64432509661189e-163,2,NSG2
1.82594238066043e-165,3.22146128567341,0.455,0.25,5.4778271419813e-162,2,RNF122
1.6856947192176e-164,2.49482673469001,0.478,0.294,5.05708415765281e-161,2,SHB
4.43174769965737e-164,4.22085063481795,0.313,0.208,1.32952430989721e-160,2,UNC5B
7.01212448214004e-163,4.27093448445844,0.333,0.137,2.10363734464201e-159,2,TFAP2D
1.32199824527511e-162,1.84412183444264,0.587,0.405,3.96599473582532e-159,2,PLXNA2
4.3360803982663e-162,1.06692905681748,0.259,0.195,1.30082411947989e-158,2,EFHC1
4.12080035426373e-161,0.959125108577213,0.589,0.421,1.23624010627912e-157,2,CADPS
1.68290272781716e-160,2.02645595369425,0.347,0.229,5.04870818345148e-157,2,CLNK
7.82182967870999e-160,2.83443746047428,0.38,0.212,2.346548903613e-156,2,FGF11
1.15294244188577e-159,2.10935821273033,0.311,0.243,3.45882732565732e-156,2,DLX1
5.68185856316196e-159,0.581650050270793,0.579,0.408,1.70455756894859e-155,2,MN1
1.51978803540856e-157,8.17772698616035,0.307,0.183,4.55936410622567e-154,2,PRUNE2
5.27008870215294e-156,3.40903130961705,0.368,0.188,1.58102661064588e-152,2,SLC15A2
1.57080807011975e-155,0.43326760969718,0.436,0.258,4.71242421035924e-152,2,NTNG2
3.30829481192367e-154,0.685058910729242,0.549,0.37,9.924884435771e-151,2,FOXN3
3.93145106097624e-151,2.39255710443272,0.334,0.238,1.17943531829287e-147,2,USH2A
5.36373772018143e-150,3.42176547615676,0.324,0.229,1.60912131605443e-146,2,NEB
1.40280708394617e-149,1.57545884867173,0.413,0.279,4.2084212518385e-146,2,ZBTB38
4.68272030621942e-144,0.854261748049717,0.299,0.183,1.40481609186583e-140,2,F13A1
3.29216390280404e-143,3.76005158866934,0.263,0.222,9.87649170841211e-140,2,OXSM
1.17222112315033e-141,1.10048269434999,0.416,0.279,3.51666336945098e-138,2,TSPAN14
6.91449240106133e-140,3.28844196247049,0.333,0.178,2.0743477203184e-136,2,CHST9
1.96923153357635e-137,0.316969269695883,0.63,0.455,5.90769460072904e-134,2,AFF3
3.92282847480131e-137,1.91472573768182,0.326,0.215,1.17684854244039e-133,2,GOLM1
1.34729462063262e-134,0.494430168955259,0.729,0.579,4.04188386189785e-131,2,BASP1
9.85447226055618e-131,0.735779585388866,0.35,0.205,2.95634167816686e-127,2,ST8SIA4
2.54059870703778e-130,0.556407688693117,0.366,0.263,7.62179612111333e-127,2,RAB8B
1.73449822783357e-129,1.82062398113923,0.304,0.219,5.20349468350072e-126,2,CTLA4
2.97461597629125e-129,1.4272813680494,0.299,0.242,8.92384792887374e-126,2,TOMT
8.55736880865277e-129,6.55368081252026,0.361,0.242,2.56721064259583e-125,2,KIT
1.03663519210116e-128,0.963788752152226,0.241,0.252,3.10990557630347e-125,2,GM973
2.79470008836486e-128,1.98214231288915,0.267,0.155,8.38410026509458e-125,2,LAMA2
1.24733675389517e-127,2.49454950086487,0.353,0.214,3.74201026168552e-124,2,LRRC6
3.55972784388052e-127,2.0097752766332,0.28,0.242,1.06791835316416e-123,2,BC034090
1.85551275885244e-125,0.821806605021294,0.616,0.478,5.56653827655732e-122,2,DBN1
3.21979090572296e-125,3.03879754375564,0.397,0.221,9.65937271716889e-122,2,TRP53INP1
9.01848218728613e-125,6.84367333889773,0.365,0.227,2.70554465618584e-121,2,FRMD6
1.07725398625363e-121,5.72273743405628,0.499,0.308,3.2317619587609e-118,2,CDKN1B
1.104351171917e-121,3.10874193119269,0.329,0.197,3.31305351575099e-118,2,RBMS1
2.12038051971126e-121,2.73202579793609,0.273,0.173,6.36114155913377e-118,2,PCDH18
3.9587026661651e-120,1.34217335632705,0.273,0.227,1.18761079984953e-116,2,COL9A2
1.43589936153646e-119,0.268457085707812,0.26,0.19,4.30769808460938e-116,2,VSTM2A
3.63742494118161e-119,1.48771508550941,0.415,0.316,1.09122748235448e-115,2,PARD3
5.42811254081797e-119,5.75276039603936,0.36,0.237,1.62843376224539e-115,2,SORL1
8.59751203764692e-117,3.14817493538636,0.339,0.233,2.57925361129408e-113,2,RPS6KA2
6.06201596851686e-116,1.980034444788,0.396,0.231,1.81860479055506e-112,2,RAI2
1.66129763053545e-113,0.507111462483987,0.409,0.309,4.98389289160634e-110,2,PSD3
2.82877545498017e-113,2.48309198836492,0.28,0.19,8.48632636494052e-110,2,RASA4
3.44037407712248e-113,1.50177907369556,0.576,0.45,1.03211222313674e-109,2,NAV1
8.8949436416955e-113,1.28634869366103,0.418,0.226,2.66848309250865e-109,2,MAFB
5.19812226887118e-109,2.80508853748299,0.36,0.196,1.55943668066135e-105,2,YPEL2
2.42671485358805e-107,0.80332415493308,0.264,0.186,7.28014456076414e-104,2,DNMT3B
4.49080797929993e-107,2.94778835787693,0.377,0.253,1.34724239378998e-103,2,CCDC88C
9.84251467208544e-107,3.87717539598863,0.406,0.277,2.95275440162563e-103,2,TRIM9
6.45566772398007e-105,5.86866806525038,0.3,0.263,1.93670031719402e-101,2,NPTX1
3.8476423050655e-104,2.00955265281311,0.31,0.184,1.15429269151965e-100,2,NDP
1.18096704771529e-102,2.27966526775373,0.433,0.253,3.54290114314587e-99,2,SVIP
2.31419500445565e-101,0.970709822405011,0.268,0.257,6.94258501336695e-98,2,CDC20B
1.26195645349169e-100,2.10430599664362,0.265,0.176,3.78586936047507e-97,2,FIGN
6.83586327734591e-100,2.44884086733248,0.512,0.39,2.05075898320377e-96,2,NFASC
1.1581079429598e-99,1.56537486300218,0.257,0.228,3.47432382887939e-96,2,KCTD16
2.56322495711426e-99,0.613186146801364,0.353,0.261,7.68967487134277e-96,2,ARFGEF3
4.99587247041021e-99,3.31462690900391,0.251,0.132,1.49876174112306e-95,2,TIMP4
3.26899226752067e-97,2.17649668750526,0.261,0.214,9.806976802562e-94,2,ETS1
1.01759421152592e-96,0.297056610972695,0.275,0.187,3.05278263457777e-93,2,FOXN2
8.33516852566827e-96,6.06106755850852,0.319,0.253,2.50055055770048e-92,2,TTC38
1.087325924472e-95,1.48143922928301,0.308,0.252,3.26197777341599e-92,2,DNAH11
1.44721313268605e-95,0.92202867447051,0.439,0.313,4.34163939805815e-92,2,AFAP1
4.72677530294767e-95,1.31017911100261,0.302,0.193,1.4180325908843e-91,2,NXT2
1.10400795586605e-93,0.94228065928557,0.359,0.284,3.31202386759815e-90,2,PDZRN3
5.650274571176e-92,1.73326687770103,0.286,0.177,1.6950823713528e-88,2,ANTXR2
4.39400629407588e-91,1.68473374699254,0.28,0.23,1.31820188822276e-87,2,FSTL5
1.0748446040422e-90,3.40682668517033,0.257,0.172,3.22453381212659e-87,2,FOXO1
1.54313872926301e-90,1.90083516248527,0.251,0.151,4.62941618778902e-87,2,ALK
1.23095166920677e-89,2.87264579894349,0.257,0.172,3.69285500762031e-86,2,DKK2
2.19169741288091e-87,0.506524056085606,0.396,0.324,6.57509223864273e-84,2,HMGB3
3.2198863885525e-87,3.39631090217472,0.27,0.199,9.65965916565751e-84,2,GAMT
3.9202575890276e-87,2.97328869296553,0.375,0.305,1.17607727670828e-83,2,PGAP1
5.18732692132187e-86,3.67159501937344,0.182,0.287,1.55619807639656e-82,2,LSM5
1.75694127723527e-85,0.507211894150435,0.257,0.242,5.2708238317058e-82,2,SNX20
7.96833152161056e-85,0.954719362765292,0.266,0.19,2.39049945648317e-81,2,BEND7
2.84011350427436e-83,4.52181962787906,0.373,0.229,8.52034051282309e-80,2,KCNN3
4.70752315838833e-83,1.31243958382564,0.259,0.252,1.4122569475165e-79,2,ACKR3
1.30689591836327e-82,0.873193031960722,0.492,0.4,3.92068775508982e-79,2,MAP2K6
6.88039615257603e-81,0.410027240613063,0.304,0.233,2.06411884577281e-77,2,RIPK2
1.99766347935375e-80,2.70732712562795,0.275,0.212,5.99299043806126e-77,2,DACH2
3.38452869458372e-80,1.75829447745741,0.285,0.201,1.01535860837512e-76,2,TMEM241
3.6250402003138e-79,4.21029705190668,0.297,0.218,1.08751206009414e-75,2,FOXO3
5.01855636906362e-79,1.50708117221451,0.433,0.34,1.50556691071909e-75,2,CD47
3.62373521891093e-78,2.89852188397662,0.331,0.268,1.08712056567328e-74,2,MYL12A
8.62586847447438e-77,0.708671819222789,0.449,0.317,2.58776054234231e-73,2,PIK3R3
1.93452625581108e-74,3.59881620713666,0.278,0.267,5.80357876743324e-71,2,MTUS2
2.95210746778344e-74,0.770130463043397,0.542,0.446,8.85632240335032e-71,2,CHN1
2.97078324594511e-74,0.532171107651001,0.376,0.307,8.91234973783533e-71,2,GPR137C
6.12537628298034e-70,2.14622483940007,0.247,0.25,1.8376128848941e-66,2,CLMN
6.40904586064476e-69,1.16483852152877,0.318,0.244,1.92271375819343e-65,2,PRKX
3.35212241689304e-68,0.510394355568702,0.44,0.384,1.00563672506791e-64,2,SVOP
5.99628246779571e-68,1.35669662353219,0.355,0.286,1.79888474033871e-64,2,NOS1
2.85565869934755e-67,1.44597206357593,0.448,0.332,8.56697609804265e-64,2,PAIP1
2.98689772061437e-67,0.634423180509195,0.257,0.227,8.9606931618431e-64,2,PKNOX2
5.24792127074483e-65,2.32737813010241,0.265,0.158,1.57437638122345e-61,2,TSHZ1
6.33466492682126e-64,0.5450299793397,0.589,0.497,1.90039947804638e-60,2,NREP
7.71405333297518e-64,2.99024572056388,0.293,0.193,2.31421599989256e-60,2,ST18
1.26619317606204e-62,2.39068887477435,0.285,0.181,3.79857952818611e-59,2,ADAMTS7
2.39969625768823e-62,1.48805974509143,0.423,0.374,7.19908877306469e-59,2,APBB2
8.2439008168822e-61,2.49858081938618,0.389,0.314,2.47317024506466e-57,2,VPS25
1.9094464360397e-60,1.0584708656606,0.321,0.244,5.7283393081191e-57,2,ERBIN
7.6416744253845e-60,1.04382607726044,0.387,0.355,2.29250232761535e-56,2,ATP2C1
2.39475483633178e-59,1.4955135631942,0.345,0.244,7.18426450899534e-56,2,SEMA3A
3.19297033421035e-59,1.18856593301974,0.365,0.319,9.57891100263104e-56,2,PHLPP1
3.09791325038748e-58,0.268908498709086,0.511,0.439,9.29373975116245e-55,2,GRINA
4.34183051041881e-58,2.88044678505626,0.271,0.252,1.30254915312564e-54,2,CACHD1
3.9184460747639e-55,1.01560651933987,0.284,0.198,1.17553382242917e-51,2,RELN
4.62936116911328e-55,1.50126324246485,0.188,0.266,1.38880835073399e-51,2,RNF128
6.21172977230138e-55,1.22604328068276,0.182,0.263,1.86351893169041e-51,2,DNAH1
4.09628702841316e-53,0.678826628795305,0.37,0.309,1.22888610852395e-49,2,HSF2
7.49687377814981e-53,0.576120149301503,0.522,0.411,2.24906213344494e-49,2,FRMD5
8.61938930775623e-53,0.444491485979319,0.415,0.361,2.58581679232687e-49,2,NEO1
4.86613437394603e-52,0.792799212596027,0.226,0.276,1.45984031218381e-48,2,TJP3
1.09171925881489e-51,1.49443257772579,0.257,0.26,3.27515777644467e-48,2,STAP1
1.97168621156166e-51,0.803340186699444,0.375,0.316,5.91505863468497e-48,2,BCAS3
2.34109141063405e-51,0.412516383090931,0.288,0.244,7.02327423190214e-48,2,CHST15
8.07971450944989e-51,2.62360473726914,0.287,0.245,2.42391435283497e-47,2,PID1
1.23100025663531e-50,2.15255374898765,0.169,0.344,3.69300076990594e-47,2,ATP8A1
1.63879238046939e-50,0.883991796374334,0.251,0.205,4.91637714140816e-47,2,MTHFSD
2.6015517048543e-50,0.323667654124478,0.562,0.495,7.80465511456289e-47,2,CHD3
2.09969545394838e-49,0.617760174545262,0.327,0.209,6.29908636184515e-46,2,INTS6L
4.37246392589618e-48,2.87506947576012,0.255,0.252,1.31173917776885e-44,2,KCNA2
1.6548404415481e-47,3.3064947817769,0.363,0.256,4.9645213246443e-44,2,PREX1
4.94954383857703e-47,0.641729556993952,0.498,0.39,1.48486315157311e-43,2,KCNH7
5.81143258275818e-47,5.21180091813659,0.258,0.247,1.74342977482745e-43,2,GRB14
6.45924679745798e-46,1.24581739092599,0.264,0.215,1.9377740392374e-42,2,CNPY1
1.47263881589226e-45,0.695323416192621,0.535,0.466,4.41791644767678e-42,2,GNG3
7.92222848093615e-45,7.24813513039192,0.267,0.149,2.37666854428084e-41,2,EBF1
1.56754876370907e-43,0.615437706502941,0.42,0.324,4.7026462911272e-40,2,KLF12
2.23741591512619e-43,2.17477522054697,0.253,0.213,6.71224774537858e-40,2,ADARB2
3.57716267779604e-43,0.370635747521585,0.296,0.232,1.07314880333881e-39,2,SEMA5A
2.54775178549587e-42,0.333799428610144,0.253,0.228,7.6432553564876e-39,2,FN3KRP
1.85852535963323e-41,0.754630426646965,0.281,0.265,5.57557607889967e-38,2,ATP2B2
2.22424630124222e-41,0.58919885486273,0.255,0.363,6.67273890372665e-38,2,RPS18
1.95691510880435e-40,1.93147951296278,0.224,0.254,5.87074532641304e-37,2,CP
6.11564243959369e-40,3.50924649360204,0.268,0.23,1.83469273187811e-36,2,KCNH8
1.24940092889712e-38,0.741770599305053,0.252,0.203,3.74820278669137e-35,2,RIN2
3.8887115172011e-38,2.75502003845792,0.337,0.323,1.16661345516033e-34,2,PCLO
5.36511589302898e-38,0.805635805703878,0.299,0.253,1.60953476790869e-34,2,NHSL1
1.57760357019393e-37,0.448914685096781,0.172,0.255,4.73281071058179e-34,2,C1QL3
9.35442448755036e-37,3.00366500415198,0.243,0.266,2.80632734626511e-33,2,UTY
1.3489617247895e-36,4.75490022398898,0.261,0.233,4.04688517436851e-33,2,BAZ1A
2.00791986122463e-36,1.26391310841336,0.375,0.287,6.02375958367388e-33,2,BTG1
1.04003825011329e-35,2.47845266725473,0.291,0.227,3.12011475033986e-32,2,STK33
7.89622314074641e-35,0.723660240233342,0.564,0.514,2.36886694222392e-31,2,RBFOX2
1.30644060527624e-34,7.00510801374748,0.316,0.249,3.91932181582873e-31,2,ITPRID1
1.69327190028487e-34,0.818781997412811,0.448,0.397,5.07981570085462e-31,2,OLFM1
2.638815238983e-34,1.32795779241217,0.547,0.485,7.91644571694901e-31,2,BCL11A
3.28141982386774e-34,2.05508316660142,0.279,0.21,9.84425947160323e-31,2,ACCS
3.76337089822996e-34,1.70134473424047,0.202,0.253,1.12901126946899e-30,2,CCDC169
2.50385291544306e-33,6.16883711240793,0.237,0.261,7.51155874632918e-30,2,GALNT18
2.51279680419883e-33,0.944487096452544,0.133,0.256,7.5383904125965e-30,2,WNT3
1.2953102317571e-32,1.46772971705391,0.363,0.316,3.8859306952713e-29,2,EFNB2
9.92348947707864e-31,1.01370416148823,0.508,0.437,2.97704684312359e-27,2,SMARCD3
1.27526085463738e-30,0.37554723938686,0.394,0.351,3.82578256391213e-27,2,CPLX2
1.9420417341439e-30,1.29427058843087,0.186,0.258,5.8261252024317e-27,2,FSHR
1.29324061923135e-29,1.73629679650079,0.268,0.276,3.87972185769404e-26,2,CRYBG1
2.52437427478904e-29,0.524153501918815,0.61,0.562,7.57312282436712e-26,2,ELAVL3
3.00048997162031e-29,7.86266741670739,0.207,0.251,9.00146991486094e-26,2,RASA3
6.03598866108943e-29,0.410652712245868,0.288,0.265,1.81079659832683e-25,2,ATG10
2.09206653079166e-28,0.624126279895688,0.352,0.329,6.27619959237497e-25,2,RIMS2
8.31916738379266e-28,1.41207579228041,0.13,0.251,2.4957502151378e-24,2,ARHGEF33
8.61779081584197e-28,0.541846680301351,0.353,0.32,2.58533724475259e-24,2,RALGAPA2
1.28473437393724e-27,1.240557720036,0.269,0.237,3.85420312181171e-24,2,SLCO5A1
1.56402168688043e-27,0.307103232661293,0.143,0.255,4.69206506064129e-24,2,CFAP77
7.0893150541451e-27,1.52168011973414,0.384,0.263,2.12679451624353e-23,2,FOXP4
9.18193511499181e-27,0.69815433429667,0.495,0.446,2.75458053449754e-23,2,AKT3
2.749854192741e-25,0.864002438050354,0.4,0.359,8.24956257822299e-22,2,CERS6
9.24348060364115e-25,1.08337343022614,0.303,0.25,2.77304418109234e-21,2,SLC50A1
1.82811885050632e-24,1.14567794791711,0.265,0.257,5.48435655151895e-21,2,SIPA1L2
3.34987207603819e-24,0.942332061382219,0.447,0.413,1.00496162281146e-20,2,ENC1
4.14866894323291e-24,2.78153233351249,0.258,0.262,1.24460068296987e-20,2,KCND3
9.16759045774031e-23,0.639825564653068,0.289,0.452,2.75027713732209e-19,2,FAM110B
2.04374510350151e-22,0.728108487094689,0.227,0.26,6.13123531050452e-19,2,SLC7A11
2.25498203982349e-22,4.25965764686373,0.211,0.263,6.76494611947046e-19,2,ARHGAP15
2.89761996413909e-22,1.1555247428941,0.267,0.258,8.69285989241727e-19,2,ADCYAP1
8.95347262442897e-22,1.39080194663121,0.086,0.308,2.68604178732869e-18,2,USHBP1
1.55111003569579e-21,2.92580966354569,0.314,0.311,4.65333010708737e-18,2,UCP2
3.07680031575923e-20,0.283817870330954,0.359,0.356,9.23040094727768e-17,2,SPIRE1
1.0124077489241e-19,0.970594230371286,0.191,0.258,3.03722324677229e-16,2,TLN2
3.4097344286742e-19,1.60367873496073,0.263,0.235,1.02292032860226e-15,2,NKAIN4
3.72604685150095e-19,2.033744175737,0.264,0.291,1.11781405545028e-15,2,MIB1
4.55611901718248e-19,4.7630206615585,0.311,0.244,1.36683570515474e-15,2,STAC2
5.22978102850706e-19,1.3475499862719,0.264,0.21,1.56893430855212e-15,2,FREM1
5.23772063201188e-19,0.319449605253089,0.206,0.251,1.57131618960356e-15,2,4930590J08RIK
2.64846180169509e-18,3.06047373306261,0.207,0.348,7.94538540508527e-15,2,OSBPL6
7.5595449175571e-18,0.631939621617782,0.293,0.238,2.26786347526713e-14,2,CECR2
1.11245658495859e-17,0.700214729417952,0.232,0.258,3.33736975487577e-14,2,PCDH17
1.30748046298896e-17,0.289398950289161,0.255,0.247,3.92244138896689e-14,2,CNBD2
1.79964864545786e-17,2.99314253584679,0.456,0.449,5.39894593637357e-14,2,PPFIA2
1.86006152123023e-17,0.785755513057328,0.273,0.25,5.58018456369068e-14,2,SLC29A3
2.10461217398864e-17,0.496278566094257,0.202,0.263,6.31383652196592e-14,2,GALNT2
7.8967149717531e-17,0.997355320174039,0.258,0.245,2.36901449152593e-13,2,RGS12
3.06547585112678e-15,0.689063278707678,0.228,0.266,9.19642755338033e-12,2,PLAT
1.37495750061034e-14,3.03909167607174,0.247,0.262,4.12487250183103e-11,2,PIP4K2A
1.23145827306975e-13,5.36378474333901,0.471,0.403,3.69437481920924e-10,2,MRPL34
2.46264914646507e-13,1.61842083152176,0.259,0.259,7.38794743939521e-10,2,NIPAL2
2.60508370313886e-12,0.543594413391728,0.32,0.314,7.81525110941659e-09,2,TRAK1
1.4046487270247e-11,1.12728802801982,0.246,0.283,4.21394618107409e-08,2,FAM78B
1.77483137836084e-11,0.503512099333912,0.328,0.351,5.32449413508253e-08,2,EHBP1
3.29903654094444e-11,1.00903794984662,0.339,0.342,9.89710962283331e-08,2,LRP11
9.87028542886327e-11,0.842046955826349,0.233,0.283,2.96108562865898e-07,2,TEAD1
1.51742261999188e-10,0.90105609639637,0.369,0.339,4.55226785997565e-07,2,RDX
2.69169449499405e-10,4.10103858700126,0.161,0.353,8.07508348498216e-07,2,ZFP804A
3.96565767650157e-10,0.790463837991206,0.62,0.578,1.18969730295047e-06,2,CDK5R1
4.74284380155103e-10,0.740913486689244,0.245,0.262,1.42285314046531e-06,2,JADE3
1.60743577088368e-09,2.7253337640299,0.237,0.281,4.82230731265103e-06,2,NAIF1
1.87283023734985e-08,1.06505584954107,0.315,0.325,5.61849071204955e-05,2,MARF1
2.1814631295061e-08,0.622812251894061,0.176,0.251,6.54438938851829e-05,2,DUSP5
2.90561249225167e-08,0.892875113053608,0.172,0.252,8.716837476755e-05,2,IMMP2L
2.91170900344839e-08,0.620135684505795,0.196,0.265,8.73512701034518e-05,2,SLC2A12
3.17977227498645e-08,1.16910270287822,0.275,0.283,9.53931682495936e-05,2,OTUD7A
1.62954109128577e-07,1.61927609136772,0.352,0.368,0.00048886232738573,2,SCN3A
1.85768028963174e-07,0.765308852253539,0.484,0.467,0.000557304086889523,2,TSPAN5
1.91142575628131e-07,2.29492657918617,0.205,0.267,0.000573427726884392,2,D630003M21RIK
3.69720583073067e-07,2.57250729455436,0.248,0.354,0.0011091617492192,2,CNKSR2
3.92906582193998e-07,1.32285316892544,0.283,0.396,0.00117871974658199,2,CABP1
4.92077923534675e-06,1.51524332869001,0.429,0.418,0.0147623377060402,2,FAM172A
1.07763702371688e-05,6.03568213576795,0.301,0.293,0.0323291107115065,2,NKD1
9.8013173591951e-05,1.93053850350507,0.11,0.259,0.294039520775853,2,TSHZ2
0.000328777609248195,2.2117656852434,0.08,0.261,0.986332827744587,2,SLC45A3
0.000669218358140285,0.295411405313803,0.205,0.266,1,2,STIM1
0.000889440575250996,0.42215699389539,0.13,0.257,1,2,LRRK1
0.000958643873051113,0.604526201240904,0.296,0.306,1,2,ATP11C
0.00167085600363334,2.50884510637981,0.277,0.314,1,2,MCF2L
0.00244377767846157,1.70879984439415,0.273,0.315,1,2,TMEM150C
0.00324700154608687,0.606771065938074,0.152,0.276,1,2,RGS7BP
0.00365246876368412,0.613936939580884,0.356,0.383,1,2,DOCK4
0.00446377795315058,2.03128298048271,0.14,0.277,1,2,ADCY10
0.00686102585980986,0.672579188755252,0.183,0.26,1,2,VIPR1
0,9.78013696792789,0.818,0.243,0,3,EPHB1
0,8.82858007452648,0.579,0.135,0,3,RPH3A
0,8.46719581467006,0.94,0.188,0,3,PRICKLE1
0,8.35615043008645,0.616,0.171,0,3,SPATS2L
0,8.3468707861957,0.674,0.1,0,3,PDZD2
0,8.32513570627496,0.559,0.171,0,3,APCDD1
0,8.17008470539228,0.938,0.243,0,3,RPRM
0,8.16802380977099,0.585,0.186,0,3,GRK3
0,8.08532175467291,0.718,0.178,0,3,PRICKLE2
0,8.06131134555836,0.78,0.163,0,3,CALY
0,8.03836606473138,0.544,0.136,0,3,RAMP3
0,7.871967195225,0.589,0.151,0,3,LPL
0,7.60343270279009,0.584,0.24,0,3,XYLT1
0,7.5608149518933,0.707,0.213,0,3,ZDHHC14
0,7.30503305703513,0.671,0.222,0,3,FGF12
0,7.26999505926096,0.846,0.249,0,3,DLGAP1
0,7.01615808124323,0.79,0.18,0,3,CAMKV
0,7.01188688705219,0.816,0.447,0,3,ANKS1B
0,6.89564732579038,0.97,0.235,0,3,SYBU
0,6.80831421978456,0.897,0.209,0,3,RGS6
0,6.66220371265702,0.943,0.398,0,3,PHACTR1
